,datetime,title,desc,link
22,2021-08-23,檢測需求減少，製造商LumiraDx交易大砍20億美元,COVID-19 檢測需求減少、導致製造商LumiraDx透過「借殼上市」的計畫大幅縮水，在其反向併購案中大砍20億美元。,"<a href=https://ibmi.taiwan-healthcare.org/zh/news_detail.php?REFDOCTYPID=&REFDOCID=0qy9opj0czw1xkrw&PageNO=6 target=""_blank""><div>link</div></a>"
23,2021-08-20,再生醫療夯！2021上半年投入金額達141億、核准數量有望突破新高,基因和細胞療法在過去被認為是存在於未來的治療選項，但這個領域現正以驚人的速度發展。光是今年上半年，投入的金額高達141億美元，也締造數個第一。,"<a href=https://ibmi.taiwan-healthcare.org/zh/news_detail.php?REFDOCTYPID=&REFDOCID=0qy44un6tacnockg&PageNO=7 target=""_blank""><div>link</div></a>"
24,2021-08-18,2020以女性為主的數位醫療初創資金成長105% Maven Clinic脫穎而出,由女性創立、深耕婦女和育兒保健的新創公司Maven Clinic，成為該領域第一家獨角獸公司。,"<a href=https://ibmi.taiwan-healthcare.org/zh/news_detail.php?REFDOCTYPID=&REFDOCID=0qy14nkt3ew35tta&PageNO=7 target=""_blank""><div>link</div></a>"
25,2021-08-18,力抗Delta變種病毒，美大廠推變異株檢測產品,自美國疾病控制和預防中心 (CDC) 在7月下旬推估Delta為國內主要變異株以來，Delta確診病例仍持續飆升。,"<a href=https://ibmi.taiwan-healthcare.org/zh/news_detail.php?REFDOCTYPID=&REFDOCID=0qy0g3iyaasr4u7l&PageNO=7 target=""_blank""><div>link</div></a>"
26,2021-08-16,手持超音波公司Butterfly導入AI搶市占,Point-of-Care手持超音波製造商Butterfly Network，及AI輔助超音波系統開發公司Caption Health，宣布將攜手合作導入人工智慧科技至手持式超音波診斷，提高易用性與準確性。,"<a href=https://ibmi.taiwan-healthcare.org/zh/news_detail.php?REFDOCTYPID=&REFDOCID=0qxxf7ru1jc7qrzo&PageNO=7 target=""_blank""><div>link</div></a>"
27,2021-08-12,「美國醫界LinkedIn」數位策略奏效 Q1營收翻倍成長,"雖然Doximity執行長Jeff Tangney自認仍處於數位醫療廣告革命的 ""早期階段""，但這間有醫師界LinkedIn(領英)之稱的公司，第1次財報公佈營收年成長率達百分之百。","<a href=https://ibmi.taiwan-healthcare.org/zh/news_detail.php?REFDOCTYPID=&REFDOCID=0qxpvlofjpe6a5em&PageNO=7 target=""_blank""><div>link</div></a>"
28,2021-08-09,Moderna計畫斥資鉅額投入基因編輯領域,Moderna公司高層在Q2的,"<a href=https://ibmi.taiwan-healthcare.org/zh/news_detail.php?REFDOCTYPID=&REFDOCID=0qxkg5eiuyntmksp&PageNO=8 target=""_blank""><div>link</div></a>"
29,2021-08-09,"2027年全球醫藥CMO將創造1,200億美元商機","新的市場研究報告指出，人口數量增長、慢性病病患增加以及醫療保健支出飆升等因素，2027年全球醫藥委託代工製造 (contract manufacturing) 市場預估將達到1,200億美元。2020年這個市場被預估價值899.1億美元。","<a href=https://ibmi.taiwan-healthcare.org/zh/news_detail.php?REFDOCTYPID=&REFDOCID=0qxjsv48yfwyh8j2&PageNO=8 target=""_blank""><div>link</div></a>"
30,2021-08-05,疫情助攻！數位健康APP暴增至35萬個,生技醫療資訊服務公司IQVIA發布2021年趨勢報告，報告指出去年市面上新增的數位醫療/數位健康應用程式APP高達9萬個，等於每天平均都有250個問世。,"<a href=https://ibmi.taiwan-healthcare.org/zh/news_detail.php?REFDOCTYPID=&REFDOCID=0qxd1xfna6y9uoka&PageNO=8 target=""_blank""><div>link</div></a>"
31,2021-08-04,眼科市場契機 新一代非侵入性治療趨勢,眼科在整個生技醫藥圈裡屬於小型的利基市場，但在過去一年半裡受到投資人青睞。這個市場裡的小型公司看到了機會，創新、患者變多，以及一些大型製藥公司在眼科市場受挫等，帶動了這些機會。― Demy-Colton Virtual Salon Series Ophthalmic Drug Delivery: Eye on Innovation,"<a href=https://ibmi.taiwan-healthcare.org/zh/news_detail.php?REFDOCTYPID=&REFDOCID=0qxb1jp2mcd5mam5&PageNO=8 target=""_blank""><div>link</div></a>"
32,2021-08-03,FDA新認定8項突破性醫材，數位醫療和心血管類居多,數位醫療和心臟疾病相關的醫材佔了此次FDA突破性醫材認定名單的多數，有望加速未來的許可申請。,"<a href=https://ibmi.taiwan-healthcare.org/zh/news_detail.php?REFDOCTYPID=&REFDOCID=0qx9asx6s5t3n63k&PageNO=8 target=""_blank""><div>link</div></a>"
33,2021-08-02,Synchron搶先獲准進行植入式腦機介面人體臨床試驗,已獲FDA突破性醫材認可的新創公司Synchron，再獲美國FDA核准進行該公司一項神經義肢 (neuroprosthesis，另譯：神經假體、神經假肢) 的人體臨床試驗，幫助癱瘓病患藉由控制數位裝置來進行溝通。,"<a href=https://ibmi.taiwan-healthcare.org/zh/news_detail.php?REFDOCTYPID=&REFDOCID=0qx774h6rxfop57s&PageNO=8 target=""_blank""><div>link</div></a>"
34,2021-07-28,52.5億美元！全球最大分析儀器製造商PerkinElmer收購百進生技,全球最大的專業分析儀器製造商PerkinElmer (珀金埃爾默) 將以52.5億美元收購位於加州聖地牙哥、專門生產和製造抗體和試劑的公司BioLegend (百進生技)，以鞏固其在精準醫療領域的診斷試劑開發商和耗材供應商的地位。,"<a href=https://ibmi.taiwan-healthcare.org/zh/news_detail.php?REFDOCTYPID=&REFDOCID=0qwxqz66t1ez0wxn&PageNO=9 target=""_blank""><div>link</div></a>"
35,2021-07-23,神經外科新時代 澳洲新創腦部圖像軟體獲FDA許可,總部位於雪梨的公司Omniscient Neurotechnology腦部圖像繪製(brain mapping)軟體已獲得美國FDA 510(k)許可。該軟體分析來自某病患核磁共振(MRI)的數百萬個資料點，能在腦部手術前和手術中提供神經外科醫師有價值的資訊。,"<a href=https://ibmi.taiwan-healthcare.org/zh/news_detail.php?REFDOCTYPID=&REFDOCID=0qwoyiln69u6mcjt&PageNO=9 target=""_blank""><div>link</div></a>"
36,2021-07-22,英國報告呼籲 比照新藥資助診斷檢測開發,羅氏診斷 (Roche Diagnostics) 英國和愛爾蘭分公司發佈了一份報告，呼籲診斷檢測應比照新藥獲得所需要的資源，以確保病患可以更快取得創新產品。,"<a href=https://ibmi.taiwan-healthcare.org/zh/news_detail.php?REFDOCTYPID=&REFDOCID=0qwn48gd5ro21i69&PageNO=9 target=""_blank""><div>link</div></a>"
37,2021-07-20,全球醫療科技併購潮！新創技術、人才和業務分拆成主流,醫療科技併購在2021年H1已經超過了2020全年的交易數量，即便交易數量已超越去年，分析師預測自新冠肺炎檢測獲利、滿手現金的公司將活絡2021下半年的併購市場。,"<a href=https://ibmi.taiwan-healthcare.org/zh/news_detail.php?REFDOCTYPID=&REFDOCID=0qwjewcwwms0271f&PageNO=9 target=""_blank""><div>link</div></a>"
38,2021-07-19,Dexcom獲FDA核准 與Garmin、Livongo串接及存取數據,連續血糖監測儀(CGM)大廠Dexcom在推出與其他大廠相容的產品後，又邁向新里程碑—FDA已核准Dexcom利用API串接第三方數據，表示該公司可以讓數位醫療公司利用各自開發的手機應用程式和設備存取CGM數據，增加既有的糖尿病患者分享或使用自身血糖資訊的方式。,"<a href=https://ibmi.taiwan-healthcare.org/zh/news_detail.php?REFDOCTYPID=&REFDOCID=0qwhif7vje1an82q&PageNO=9 target=""_blank""><div>link</div></a>"
39,2021-07-13,10年內專利將到期的全球15大暢銷藥物,全球前幾大暢銷藥物部分將在接下來10年內面臨專利到期，在投資者爭相競逐下一個明星藥物時，製藥巨頭們同時也深陷專利懸崖。研究及評等機構穆迪分析(Moody's Analytics)在最近一份報告中指出，前20大暢銷藥物中，有9種藥物會在未來幾年內失去獨家銷售權(exclusivity)。,"<a href=https://ibmi.taiwan-healthcare.org/zh/news_detail.php?REFDOCTYPID=&REFDOCID=0qw68o97tobgu7g5&PageNO=10 target=""_blank""><div>link</div></a>"
40,2021-07-07,再創新高！ 2021上半年數位醫療募資達147億美元,,"<a href=https://ibmi.taiwan-healthcare.org/zh/news_detail.php?REFDOCTYPID=&REFDOCID=0qvv2vfj1bh4y5bo&PageNO=10 target=""_blank""><div>link</div></a>"
41,2021-07-05,生策會發表「2020 臺灣生醫上市櫃非主管員工薪資成長分析」產業監測,Copyright©生策會.生策中心 本文內容受著作權法保護，如有引用，請註明出處,"<a href=https://ibmi.taiwan-healthcare.org/zh/news_detail.php?REFDOCTYPID=&REFDOCID=0r1j0w8tur1i6o9f&PageNO=10 target=""_blank""><div>link</div></a>"
42,2021-07-05,2020 臺灣生醫上市櫃非主管員工薪資成長分析,Copyright©生策會.生策中心 本文內容受著作權法保護，如有引用，請註明出處,"<a href=https://ibmi.taiwan-healthcare.org/zh/news_detail.php?REFDOCTYPID=&REFDOCID=0qvlktwwvtm9o74u&PageNO=11 target=""_blank""><div>link</div></a>"
43,2021-06-28,五家醫療AI新創公司 入選GE Healthcare加速器計畫,"五家以人工智慧為主軸的健康科技新創公司，正式獲選為""Edison Accelerator(愛迪生加速器)""的首批成員。愛迪生加速器是由GE Healthcare(美商奇異醫療保健集團)與新創培育機構Wayra UK合作，專為歐洲、中東和非洲的新創企業提供頂尖的臨床、技術與商化諮詢輔導。","<a href=https://ibmi.taiwan-healthcare.org/zh/news_detail.php?REFDOCTYPID=&REFDOCID=0qvegg5kqlfrw32m&PageNO=11 target=""_blank""><div>link</div></a>"
44,2021-05-31,2020 臺灣生醫光電產業監測分析,Copyright©生策會.生策中心 本文內容受著作權法保護，如有引用，請註明出處,"<a href=https://ibmi.taiwan-healthcare.org/zh/news_detail.php?REFDOCTYPID=&REFDOCID=0qty706vdbgc4ult&PageNO=12 target=""_blank""><div>link</div></a>"
45,2021-05-24,楊泮池籲政府建置國家隊 開發自動快速核酸檢測設備,全球正邁向解封之際，台灣爆發本土疫情，檢測及醫療量能都拉警報，生策會副會長楊泮池表示，為了避免邊境再度成為防疫破口，政府應快速籌組國家隊，開發新一代高量能自動快速精準核酸檢測（PCR）儀器。,"<a href=https://ibmi.taiwan-healthcare.org/zh/news_detail.php?REFDOCTYPID=&REFDOCID=0qtl7e5qgh21dsgc&PageNO=12 target=""_blank""><div>link</div></a>"
46,2021-05-10,智慧醫療器材辦公室啟動典禮 施振榮、林百里出席,衛福部食品藥物管理署7日於國家生技園區國際會議廳，舉行智慧醫療器材專案辦公室啟動典禮，其工作任務是加強推動我國AI應用於醫療產業。科技部部長吳政忠應邀致詞時表示，政府積極推動智慧醫材產業發展，除了衛福部成立智慧醫材辦公室成立，科技部也正草擬醫療監理沙河法案。,"<a href=https://ibmi.taiwan-healthcare.org/zh/news_detail.php?REFDOCTYPID=&REFDOCID=0qsva41zwo7cdc19&PageNO=12 target=""_blank""><div>link</div></a>"
47,2021-04-26,生策會與TDUA攜手共推顯示器產業進軍高階醫療市場,跨域合作再邁步！為促進台灣生技醫療產業與資通訊產業的交流及鏈結，生策會與台灣顯示器產業聯合總會（TDUA）於21日簽訂合作協議書。雙方將建立溝通機制，共同推動醫療數位轉型，促成顯示科技開發更多智慧醫療技術；並透過醫療與顯示科技跨域創新合作平台，加速顯示新科技開發新醫療應用產品，讓更多臨床科研（醫師）的創新發明能與顯示產業結合。,"<a href=https://ibmi.taiwan-healthcare.org/zh/news_detail.php?REFDOCTYPID=&REFDOCID=0qs5vk90n0f4ymt9&PageNO=12 target=""_blank""><div>link</div></a>"
48,2021-03-19,引用本會著作注意事項,一、有關本會之研究、整理、訪調、彙編而發布之著作，包括但不限於簡報文件、市場趨勢與數據監測分析、產業建議書等圖文資料，係以促進國內醫療大健康產業發展及跨域交流合作為目的，長久以來開放並歡迎各界引用與分享，惟於利用時，敬請依據著作權法確實註明出處，以利資訊正向分享。,"<a href=https://ibmi.taiwan-healthcare.org/zh/news_detail.php?REFDOCTYPID=&REFDOCID=0qq76p30ik570ukb&PageNO=13 target=""_blank""><div>link</div></a>"
49,2021-03-16,Cardinal Health將以10億美元價格出售Cordis醫療設備部門,時隔六年後，Cardinal Health與私募股權公司Hellman & Friedman達成了一項10億美元的交易，將放棄其下屬的Cordis醫療設備部門(心血管導管和診斷設備製造商)。,"<a href=https://ibmi.taiwan-healthcare.org/zh/news_detail.php?REFDOCTYPID=&REFDOCID=0qq1ge2jbft4z4gg&PageNO=14 target=""_blank""><div>link</div></a>"
50,2021-03-16,羅氏藥廠砸18億美元 收購美國分子診斷公司GenMark,瑞士製藥製造商羅氏Roche宣布，將以18億美元收購美國分子診斷公司GenMark Diagnostics。羅氏表示，將以每股24.05美元的價格發起全現金收購。這一價格較GenMark 2月10日的收盤價有43%的溢價，預計交易在二季度完成。,"<a href=https://ibmi.taiwan-healthcare.org/zh/news_detail.php?REFDOCTYPID=&REFDOCID=0qq1fqj5ersghknh&PageNO=14 target=""_blank""><div>link</div></a>"
51,2021-02-20,Google於Mayo Clinic附近成立新辦公室 以促進雙方技術合作,Google週四宣布將在明尼蘇達州的羅徹斯特市(Rochester)開設第一家辦事處，這將使其員工與Mayo Clinic在一系列正在進行的雲端與AI項目上更加緊密地合作。,"<a href=https://ibmi.taiwan-healthcare.org/zh/news_detail.php?REFDOCTYPID=&REFDOCID=0qot0fnhvzm400sn&PageNO=14 target=""_blank""><div>link</div></a>"
52,2021-02-04,Veracyte斥資6億美元收購癌症診斷開發商Decipher Biosciences,基因組癌症測試公司Veracyte將以6億美元的價格收購Decipher Biosciences，目標是將其診斷範圍擴大到美國7種前十大最常見的腫瘤類型。這筆交易預計將在今年5月完成。,"<a href=https://ibmi.taiwan-healthcare.org/zh/news_detail.php?REFDOCTYPID=&REFDOCID=0qnzdd9lc6jch7o1&PageNO=14 target=""_blank""><div>link</div></a>"
53,2021-02-02,Illumina、紅杉資本在中國成立基因體學新創孵化器,Illumina與中國紅杉資本宣布合作，於上海成立基因體新創孵化器，該計畫名為Sequoia Capital China Intelligent Healthcare Genomics Incubator(中國紅杉資本智慧醫療基因體學孵化器)，以進一步推動中國基因領域創新產業發展。,"<a href=https://ibmi.taiwan-healthcare.org/zh/news_detail.php?REFDOCTYPID=&REFDOCID=0qnvob06ls2l2ahf&PageNO=14 target=""_blank""><div>link</div></a>"
54,2021-02-01,Mammoth Biosciences攜手安捷倫科技 利用CRISPR技術開發COVID-19檢測,CRISPR檢測公司Mammoth Biosciences將與安捷倫技術(Agilent Technologies)合作，啟動COVID-19診斷測試，預計每日可處理4000多個樣本。,"<a href=https://ibmi.taiwan-healthcare.org/zh/news_detail.php?REFDOCTYPID=&REFDOCID=0qnttjf9vsygzd3w&PageNO=15 target=""_blank""><div>link</div></a>"
55,2021-01-26,2020 生醫上市櫃營收前20大暨各領域營收表現分析,Copyright©生策會.生策中心 本文內容受著作權法保護，如有引用，請註明出處,"<a href=https://ibmi.taiwan-healthcare.org/zh/news_detail.php?REFDOCTYPID=&REFDOCID=0qnj1lkfhx5rwg73&PageNO=15 target=""_blank""><div>link</div></a>"
56,2021-01-19,賽默飛以8.87億美元收購Novasep病毒載體業務,在JP Morgan醫療年會上，賽默飛世爾科技（Thermo Fisher）執行長Marc Casper表示，2021年，該公司將加速長期計劃，包括全面的併購交易。過去一年受到COVID-19檢測所獲得的收入支持，賽默飛世爾宣布，已以約7.25億歐元（約8.782億美元）的現金，收購了Novasep病毒載體生產部門Henogen。,"<a href=https://ibmi.taiwan-healthcare.org/zh/news_detail.php?REFDOCTYPID=&REFDOCID=0qn5qifphm1aa8wv&PageNO=15 target=""_blank""><div>link</div></a>"
57,2021-01-19,美國FDA頒布行動計劃以規範運用AI及機器學習的SaMD,美國FDA近日發佈了首個針對人工智慧與機器學習（AI/ML）軟體醫療設備（SaMD）行動計畫，以促進對AI/ML醫療設備的監管。,"<a href=https://ibmi.taiwan-healthcare.org/zh/news_detail.php?REFDOCTYPID=&REFDOCID=0qn5qeofnzc060yw&PageNO=15 target=""_blank""><div>link</div></a>"
58,2021-01-15,美國FDA核准首個手持式血液檢測，能快速診斷出腦損傷,亞培公司(Abbott)近日宣布，美國FDA批准首個能夠快速診斷出腦震盪及創傷性腦損傷(TBI)的手持式血液檢測裝置i-STAT Alinity。,"<a href=https://ibmi.taiwan-healthcare.org/zh/news_detail.php?REFDOCTYPID=&REFDOCID=0qmyib0p4q7dcsxb&PageNO=15 target=""_blank""><div>link</div></a>"
